ID_GRAFIC,LEVEL,TYPE,COLOR,STYLE,WEIGHT,HEIGHT,ORIENTX,ORIENTY,ORIENTZ,MAPX,MAPY,CODI_SIMB,MIDASX,MIDASY,FONT,JUSTIF,SIZE,NUM_C,TEXT,CAS,FONT_ENTIT,MAPX_1,MAPY_1,MAPZ
246,0,2,46,0,0,661.61,0.0,0.0,0.0,460393.22,4669073.72,COTA,0.001,0.0,34,1,5.0,5,661.6,COT01,/POSE/X4.60/Y-1.84/m,460393.22,4669073.72,661.61
252,0,2,46,0,0,619.74,0.0,0.0,0.0,459883.49,4669864.64,COTA,0.001,0.0,34,1,5.0,5,619.7,COT01,/POSE/X0.00/Y-7.50/m,459883.49,4669864.64,619.74
253,0,2,46,0,0,621.43,0.0,0.0,0.0,459907.01,4669895.72,COTA,0.001,0.0,34,1,5.0,5,621.4,COT01,/POSE/X2.20/Y-7.51/m,459907.01,4669895.72,621.43
257,0,2,46,0,0,634.39,0.0,0.0,0.0,460077.68,4670049.12,COTA,0.001,0.0,34,1,5.0,5,634.4,COT01,/POSE/X0.00/Y-7.50/m,460077.68,4670049.12,634.39
262,0,2,46,0,0,653.67,0.0,0.0,0.0,460277.92,4669129.95,COTA,0.001,0.0,34,1,5.0,5,653.7,COT01,/POSE/X-0.25/Y3.11/m,460277.92,4669129.95,653.67
263,0,2,46,0,0,641.86,0.0,0.0,0.0,460152.94,4668758.83,COTA,0.001,0.0,34,1,5.0,5,641.9,COT01,/POSE/X0.00/Y-7.50/m,460152.94,4668758.83,641.86
264,0,2,46,0,0,604.81,0.0,0.0,0.0,459757.04,4670049.88,COTA,0.001,0.0,34,1,5.0,5,604.8,COT01,/POSE/X4.43/Y3.67/m,459757.04,4670049.88,604.81
267,0,2,48,0,0,420.47,0.0,0.0,0.0,458717.05,4670763.99,COTAS,0.001,0.0,34,1,5.0,5,420.5,COT02,/POSE/X-22.00/Y-1.13/m,458717.05,4670763.99,420.47
268,0,2,48,0,0,429.18,0.0,0.0,0.0,458227.5,4670175.21,COTAS,0.001,0.0,34,1,5.0,5,429.2,COT02,/POSE/X-11.25/Y-12.71/m,458227.5,4670175.21,429.18
269,0,2,48,0,0,430.38,0.0,0.0,0.0,457983.12,4669905.0,COTAS,0.001,0.0,34,1,5.0,5,430.4,COT02,/POSE/X6.03/Y4.18/m,457983.12,4669905.0,430.38
271,0,2,48,0,0,433.97,0.0,0.0,0.0,457300.42,4669651.89,COTAS,0.001,0.0,34,1,5.0,5,434.0,COT02,/POSE/X8.35/Y-0.61/m,457300.42,4669651.89,433.97
272,0,2,48,0,0,431.45,0.0,0.0,0.0,457508.08,4669559.2,COTAS,0.001,0.0,34,1,5.0,5,431.5,COT02,/POSE/X3.04/Y-9.25/m,457508.08,4669559.2,431.45
276,0,2,46,0,0,425.47,0.0,0.0,0.0,458901.05,4670920.56,COTA,0.001,0.0,34,1,5.0,5,425.5,COT01,/POSE/X0.00/Y-7.50/m,458901.05,4670920.56,425.47
278,0,2,46,0,0,426.37,0.0,0.0,0.0,459174.27,4670789.77,COTA,0.001,0.0,34,1,5.0,5,426.4,COT01,/POSE/X-14.42/Y-8.68/m,459174.27,4670789.77,426.37
279,0,2,46,0,0,412.0,0.0,0.0,0.0,459464.88,4670893.88,COTA,0.001,0.0,34,1,5.0,5,412.0,COT01,/POSE/X-6.58/Y-8.97/m,459464.88,4670893.88,412.0
283,0,2,46,0,0,419.39,0.0,0.0,0.0,458631.48,4670836.89,COTA,0.001,0.0,34,1,5.0,5,419.4,COT01,/POSE/X-16.18/Y-7.50/m,458631.48,4670836.89,419.39
284,0,2,46,0,0,420.34,0.0,0.0,0.0,458565.12,4670712.18,COTA,0.001,0.0,34,1,5.0,5,420.3,COT01,/POSE/X4.73/Y-0.28/m,458565.12,4670712.18,420.34
288,0,2,46,0,0,418.28,0.0,0.0,0.0,458680.73,4670917.41,COTA,0.001,0.0,34,1,5.0,5,418.3,COT01,/POSE/X-9.54/Y-8.09/m,458680.73,4670917.41,418.28
293,0,2,46,0,0,426.94,0.0,0.0,0.0,458327.75,4670634.09,COTA,0.001,0.0,34,1,5.0,5,426.9,COT01,/POSE/X-16.50/Y-9.22/m,458327.75,4670634.09,426.94
295,0,2,46,0,0,427.96,0.0,0.0,0.0,458269.23,4670455.23,COTA,0.001,0.0,34,1,5.0,5,428.0,COT01,/POSE/X4.28/Y0.73/m,458269.23,4670455.23,427.96
301,0,2,46,0,0,413.73,0.0,0.0,0.0,458622.97,4670713.3,COTA,0.001,0.0,34,1,5.0,5,413.7,COT01,/POSE/X-5.41/Y-9.15/m,458622.97,4670713.3,413.73
304,0,2,46,0,0,420.56,0.0,0.0,0.0,458419.81,4670900.38,COTA,0.001,0.0,34,1,5.0,5,420.6,COT01,/POSE/X-3.40/Y-8.09/m,458419.81,4670900.38,420.56
313,0,2,46,0,0,420.49,0.0,0.0,0.0,458378.04,4670810.08,COTA,0.001,0.0,34,1,5.0,5,420.5,COT01,/POSE/X-9.25/Y-8.81/m,458378.04,4670810.08,420.49
315,0,2,46,0,0,424.42,0.0,0.0,0.0,458376.16,4670626.43,COTA,0.001,0.0,34,1,5.0,5,424.4,COT01,/POSE/X-18.18/Y-0.36/m,458376.16,4670626.43,424.42
317,0,2,46,0,0,425.54,0.0,0.0,0.0,458332.77,4670790.57,COTA,0.001,0.0,34,1,5.0,5,425.5,COT01,/POSE/X-16.00/Y-8.02/m,458332.77,4670790.57,425.54
320,0,2,46,0,0,420.33,0.0,0.0,0.0,458480.04,4670858.67,COTA,0.001,0.0,34,1,5.0,5,420.3,COT01,/POSE/X-20.46/Y1.44/m,458480.04,4670858.67,420.33
324,0,2,46,0,0,434.89,0.0,0.0,0.0,458087.4,4670405.62,COTA,0.001,0.0,34,1,5.0,5,434.9,COT01,/POSE/X0.00/Y-8.09/m,458087.4,4670405.62,434.89
330,0,2,46,0,0,427.81,0.0,0.0,0.0,458213.28,4670257.5,COTA,0.001,0.0,34,1,5.0,5,427.8,COT01,/POSE/X-16.16/Y3.96/m,458213.28,4670257.5,427.81
335,0,2,46,0,0,430.8,0.0,0.0,0.0,458172.17,4670258.92,COTA,0.001,0.0,34,1,5.0,5,430.8,COT01,/POSE/X-20.69/Y-5.88/m,458172.17,4670258.92,430.8
337,0,2,46,0,0,433.33,0.0,0.0,0.0,458101.59,4670294.82,COTA,0.001,0.0,34,1,5.0,5,433.3,COT01,/POSE/X-9.78/Y-8.30/m,458101.59,4670294.82,433.33
340,0,2,46,0,0,435.59,0.0,0.0,0.0,458122.63,4670502.04,COTA,0.001,0.0,34,1,5.0,5,435.6,COT01,/POSE/X-14.73/Y3.84/m,458122.63,4670502.04,435.59
